iso,glottocode,name,family,family_code,classification,macroarea,countries,dialects,names,med,aes,refs,likely_script
etn,eton1255,Eton (Vanuatu),Austronesian,aust1307,Austronesian > Malayo-Polynesian > Eastern Malayo-Polynesian > Oceanic > North and Central Vanuatu > Central Vanuatu > Epi-Efate > Efate-Shepherds > Efate > South Efatic,Papunesia,VU,Eton|Pang Pang,Eastern Efate|Epwau|Eton,Wordlist or less,shifting,3,Latin
eto,eton1253,Eton-Mengisa,Atlantic-Congo,atla1278,Atlantic-Congo > Volta-Congo > Benue-Congo > Bantoid > Southern Bantoid > Narrow Bantu > Bantu A-B10-B20-B30 > Basaa-Yaunde (A40-70) > Yaunde-Fang (A.70),Africa,CM,Iton Ekwe|Iton Ngke|Mengisa,Eton|Eton (Cameroon)|Iton,long grammar,not endangered,53,Latin
etr,edol1239,Edolo,Bosavi,bosa1245,Bosavi > Etoro-Bedamini,Papunesia,PG,Eastern Edolo|Western Edolo,Beami|Edolo Ado|Etolo|Etoro|Tomu|Toro,grammar sketch,not endangered,18,Latin
ets,yekh1238,Yekhee,Atlantic-Congo,atla1278,Atlantic-Congo > Volta-Congo > Benue-Congo > Akpes-Edoid > Edoid > North-Central Edoid > Afenmai-Bendel > Uneme-Yekhee,Africa,NG,Auchi|Avianwu|Aviele|Ekperi|Ivhiadaobi|South Ibie|Uwepa-Uwano|Uzairue,"""Kukuruku""|Afenmai|Etsako|Etsako (Yekhee)|Etsakor|Iyekhee|Kukuruku|Sako",grammar,not endangered,35,Latin
ett,etru1241,Etruscan,isolate,,,Eurasia,IT,,Etrurski jezik|Etrusc|Etruscan language|Etruska lingvo|Etruskeg|Etruskek|Etruskin kieli|Etruskisch|Etruskische Sprache|Etruskisk|Etruskisk språk|Etruskiska,long grammar,extinct,114,Old Italic
etu,ejag1239,Ejagham,Atlantic-Congo,atla1278,Atlantic-Congo > Volta-Congo > Benue-Congo > Bantoid > Southern Bantoid > Ekoid-Mbe > Ekoid > Bakor-Ejagham,Africa,CM;NG,Akamkpa-Ejagham|Bendeghe Etung|Eastern Ejagham|Ekwe|Keaka|Northern Etung|Obang|Southern Ejagham|Southern Etung|Western Ejagham,Edjagam|Ejagam|Ejaham|Ejwe|Ekoi|Etung|Keaka|Kwa|Obang,long grammar,not endangered,77,Latin
etx,eten1239,Eten,Atlantic-Congo,atla1278,Atlantic-Congo > Volta-Congo > Benue-Congo > Benue-Congo Plateau > Beromic > Iten-Cara-Berom,Africa,NG,,Aten|Etien|Ganawuri|Iten|Jal|Niten|Ten,phonology/text,not endangered,16,Latin
etz,semi1264,Semimi,Mairasic,mair1253,Mairasic,Papunesia,ID,,Etna Bay|Muri|Semini|Wesrau,Wordlist or less,shifting,10,Latin
eud,eude1234,Eudeve,Uto-Aztecan,utoa1244,Uto-Aztecan > Southern Uto-Aztecan > Opata-Eudeve,North America,MX,,Dohema|Endeve|Heve|Opata-Eudeve|Opatan,grammar sketch,extinct,17,Latin
eur,euro1250,Europanto,Bookkeeping,book1242,Bookkeeping,,,,,Wordlist or less,,1,
eus,basq1248,Basque,isolate,,,Eurasia,ES;FR,Alavan|Alto Navarro Meridional|Alto Navarro Septentrional|Biscayan|Eastern Low Navarrese|Guipuzcoan|Labourdin|Navarro-Labourdin Basque|Roncalese|Souletin|Western Low Navarrese,An Bhascais|Bahasa Basque|Basc|Bascais|Bascish|Basgeg|Baskek|Baski keel|Baskiana linguo|Baskies|Baskijski jezik|Baskijsko godka,long grammar,threatened,775,
eve,even1260,Even,Tungusic,tung1282,Tungusic > Northeastern Tungusic > Northern Tungusic > Ewenic,Eurasia,RU,Allaikha|Berjozovka|Eastern Even|Indigirka|Kamchatka|Kolyma-Omolon|Lamunkhin|Middle Even|Moma Even|Okhotsk|Ola|Sakkyryr|Tjugasjir|Tompon|Upper Kolyma|Western Even,Bahasa Even|Eben|Eveens|Even language|Even nyelv|Evena lingvo|Eveneg|Evenin kieli|Evensk|Evensk språk|Evenčina|Evenų kalba,grammar,moribund,70,Cyrillic
evh,uvbi1238,Uvbie,Atlantic-Congo,atla1278,Atlantic-Congo > Volta-Congo > Benue-Congo > Akpes-Edoid > Edoid > Southwestern Edoid,Africa,NG,,"""Evhro""|Effurun|Evrie|Uvhria|Uvwie",phonology/text,not endangered,12,Latin
evn,even1259,Evenki,Tungusic,tung1282,Tungusic > Northeastern Tungusic > Northern Tungusic,Eurasia,CN;MN;RU,Amur basin Solon|Aoluguya|Bareya-Amgun'|Barguzin Evenki|Borzya Khamnigan Evenki|Chul'man-Gilyui|Eastern Evenki|Hissing Evenki|Hulun Buir Solon|Hushing Evenki|Ilimpeya|Manchurian Evenki|Morigele|Nonni basin Solon|Northern Evenki|Ongkor Solon|Sakhalin Evenki|Siberian Evenki|Solon|Southern Evenki|Uchur-Zeya|Urulyungui Khamnigan Evenki|Vitim-Olyokma|Yerbogachon,Avanki|Avankil|Chapogir|Evenka lingvo|Evenki language|Evenki nyelv|Evenkieg|Evenkin kieli|Evenkisk|Evenkisk språk|Evenkovčina|Evenkų kalba,long grammar,shifting,202,Cyrillic
ewe,ewee1241,Ewe,Atlantic-Congo,atla1278,Atlantic-Congo > Volta-Congo > Kwa Volta-Congo > Gbe > Western Gbe > Eweic,Africa,GH;TG,Adan|Agu (Ewe)|Anlo|Aveno|Be|Gbin (Ewe)|Ho (Ghana)|Kpelen|Northwestern Gbe|Togo (Ewe)|Vhlin,Anló|Atjüló|Bahasa Ewe|Ebwe|Efe|Ehwe|Eibe|Eue|Eve|Eve kalba|Evea lingvo|Evu valoda,long grammar,not endangered,687,
ewo,ewon1239,Ewondo,Atlantic-Congo,atla1278,Atlantic-Congo > Volta-Congo > Benue-Congo > Bantoid > Southern Bantoid > Narrow Bantu > Bantu A-B10-B20-B30 > Basaa-Yaunde (A40-70) > Yaunde-Fang (A.70) > Ewondo-Bebele,Africa,CM,Badjia|Bafeuk|Bamvele|Bane|Beti|Enoah|Evouzok|Fong|Mbida-Bani|Mvete|Mvog-Niengue|Omvang|Yabeka|Yabekanga|Yabekolo,Ewondo language|Ewundu|Jaunde|Język yaunde|Yaounde|Yaunde|éwondo,long grammar,not endangered,81,Latin
ext,extr1243,Extremaduran,Indo-European,indo1319,Indo-European > Classical Indo-European > Italic > Latino-Faliscan > Latinic > Imperial Latin > Romance > Italo-Western Romance > Western Romance > Shifted Western Romance > Southwestern Shifted Romance > West Ibero-Romance > Castilic,Eurasia,ES;PT,Central Extremaduran|Northern Extremaduran|Southern Extremaduran,Cahtúo|Cahtúö|Ehtremeñu|Ekstremadura lingvo|Ekstremaduransk|Estremadurano|Estremadurski jezik|Estremadursko godka|Estremenyo|Estremeñu|Estrémaduran|Extremaduran dialect,grammar sketch,shifting,16,Latin
eya,eyak1241,Eyak,Athabaskan-Eyak-Tlingit,atha1245,Athabaskan-Eyak-Tlingit > Athabaskan-Eyak,North America,US,,Bahasa Eyak|Ejaka lingvo|Eyak language|Eyak uqautchit|Eyakera|Język eyak|Lingua eyak|Língua eyak|dAXunhyuuga'|eyaco|Эяк чĕлхи|Эякская мова,long grammar,extinct,327,Latin
eyo,keiy1238,Keiyo,Nilotic,nilo1247,Nilotic > Southern Nilotic > Kalenjin > Central Kalenjin > Plateau Central Kalenjin > Western Plateau Central Kalenjin,Africa,KE,Kamarin|Kiptani|Sergoit|Southwest Marakwet|Soy,Elgeyo|Keyo,grammar,not endangered,17,Latin
eza,,Ezaa,,,,,,,,,,,Latin
eze,uzek1238,Uzekwe,Atlantic-Congo,atla1278,Atlantic-Congo > Volta-Congo > Benue-Congo > Delta Cross > Upper Cross > Central Upper Cross > North-South Central Delta Cross > Koring-Kukele > Kukele-Uzekwe,Africa,NG,,Ezekwe,Wordlist or less,not endangered,3,Latin
faa,fasu1242,Fasu,isolate,,,Papunesia,PG,Kaibu|Namome|Some,Fasu (Namo Me)|Fasu language|Namome|Namumi|Some,grammar,shifting,63,Latin
fab,fada1250,Annobonese,Indo-European,indo1319,Indo-European > Classical Indo-European > Italic > Latino-Faliscan > Latinic > Imperial Latin > Romance > Italo-Western Romance > Western Romance > Shifted Western Romance > Southwestern Shifted Romance > West Ibero-Romance > Galician Romance > Macro-Portuguese > Gulf Guinea Creole Portuguese > Bantu Layer Gulf Guinea Creole Portuguese,Africa,GQ,,Annobonense|Annobonese language|Annoboni keel|Annobonés|Criollo annobonense|Fa D'ambu|Fá d'Ambô|Portuguese Guinea|Аннобонский язык|Аннобонська мова,long grammar,not endangered,24,Latin
fad,wagi1249,Wagi (Papua New Guinea),Nuclear Trans New Guinea,nucl1709,Nuclear Trans New Guinea > Madang > Croisilles > Mabuso > Hanseman > Garuhic > Garuh-Foran,Papunesia,PG,,Foran|Furan|Kamba|Kemba|Mis|Mis-Kemba|Wagi,phonology/text,threatened,10,Latin
faf,faga1239,Fagani,Austronesian,aust1307,Austronesian > Malayo-Polynesian > Eastern Malayo-Polynesian > Oceanic > Southeast Solomonic > Longgu-Malaita-Makira > Malaita-Makira > Makira,Papunesia,SB,Agufi|Nuclear Fagani|Rihu'a,Faghani|Gani|Südliche Salomons-Inseln,phonology/text,shifting,7,Latin
fag,fino1238,Finongan,Nuclear Trans New Guinea,nucl1709,Nuclear Trans New Guinea > Finisterre-Huon > Finisterre-Saruwaged > Erap > Finungwan-Mamaa-Gusan,Papunesia,PG,,Finungwa|Finungwan,Wordlist or less,not endangered,4,Latin
fah,bais1242,Baissa Fali,Atlantic-Congo,atla1278,Atlantic-Congo > Volta-Congo > Benue-Congo > Unclassified Benue-Congo,Africa,NG,,Fali of Baissa|Nigeria,Wordlist or less,extinct,3,Latin
fai,faiw1243,Faiwol,Nuclear Trans New Guinea,nucl1709,Nuclear Trans New Guinea > Asmat-Awyu-Ok > Awyu-Ok > Ok-Oksapmin > Ok > Mountain Ok > Division A Mountain Ok > Tifal-Telefol > Tifalic > Faiwol-Seltaman,Papunesia,ID;PG,Angkiyakmin|Faiwolmin|Wopkeimin,Angkiyakmin|Faiwolmin|Fegolmin|Kandam|Kauwol|Unkia|Wokeimin,grammar sketch,shifting,104,Latin
faj,fait1240,Kulsab,Nuclear Trans New Guinea,nucl1709,Nuclear Trans New Guinea > Madang > Kalamic-South Adelbert > South Adelbert > Sogeram > East Sogeram,Papunesia,PG,,Faita|Kursav,grammar sketch,nearly extinct,10,Latin
fak,fang1248,Fang (Cameroon),Atlantic-Congo,atla1278,Atlantic-Congo > Volta-Congo > Benue-Congo > Bantoid > Southern Bantoid > Yemne-Kimbi,Africa,CM,,Cameroon|Fang,phonology/text,shifting,7,Latin
fal,sout2782,South Fali,Atlantic-Congo,atla1278,Atlantic-Congo > Volta-Congo > Unclassified Volta-Congo > Adamawa Fali,Africa,CM,Bele|Fali-Tinguelin|Kangou,"Fali|Fali, South",long grammar,not endangered,52,Latin
fam,famm1241,Fam,Atlantic-Congo,atla1278,Atlantic-Congo > Volta-Congo > Benue-Congo > Bantoid > Unclassified Bantoid,Africa,NG,,Nigeria,phonology/text,shifting,8,Latin
fan,fang1246,Fang (Equatorial Guinea),Atlantic-Congo,atla1278,Atlantic-Congo > Volta-Congo > Benue-Congo > Bantoid > Southern Bantoid > Narrow Bantu > Bantu A-B10-B20-B30 > Basaa-Yaunde (A40-70) > Yaunde-Fang (A.70),Africa,CG;CM;GA;GQ,Fang|Make|Mvae|Ntum|Ogowe,Bahasa Fang|Fang|Fang language|Fanga lingvo|Fangų kalba|Ffangiaid|Idioma fang|Język fang|Llengua fang|Língua fang|Pahouin|Pahoun,long grammar,not endangered,210,Latin
fao,faro1244,Faroese,Indo-European,indo1319,Indo-European > Classical Indo-European > Germanic > Northwest Germanic > North Germanic > West Scandinavian > Icelandic-Faroese,Eurasia,DK;FO,,Bahasa Faroe|Faaroish|Faerana linguo|Faeroeg|Faeroese|Faeroyès|Faeröars|Faeröers|Faeröersk|Faerčina|Faerština|Farer tili,long grammar,threatened,52,
fap,palo1243,Palor,Atlantic-Congo,atla1278,Atlantic-Congo > Cangin > Palor-Ndut,Africa,SN,,Falor|Palar|Paloor|Sili|Sili-Sili|Waro,long grammar,shifting,20,Latin
far,fata1245,Fataleka,Austronesian,aust1307,Austronesian > Malayo-Polynesian > Eastern Malayo-Polynesian > Oceanic > Southeast Solomonic > Longgu-Malaita-Makira > Malaita-Makira > Malaita > Central-Northern Malaita > North Malaitan,Papunesia,SB,,Südliche Salomons-Inseln,Wordlist or less,not endangered,3,Latin
fat,,Fanti,,,,,,,,,,,
fau,fayu1238,Fayu,Lakes Plain,lake1255,Lakes Plain > Tariku > West Tariku > Fayu-Kirikiri,Papunesia,ID,,Sehudate,grammar sketch,shifting,8,Latin
fax,fala1241,Fala,Indo-European,indo1319,Indo-European > Classical Indo-European > Italic > Latino-Faliscan > Latinic > Imperial Latin > Romance > Italo-Western Romance > Western Romance > Shifted Western Romance > Southwestern Shifted Romance > West Ibero-Romance > Galician Romance,Eurasia,ES;PT,Lagarteiru|Mañegu|Valvideiru,"""Chapurreáu""|A Fala|A Fala de Xálima|A Fala do Xãlima|A fala|Bakha|Bakhat|Baxa|Extremadurako fala|Faala|Fala da Extremadura|Fala de Estremadura",grammar,not endangered,13,Latin
fay,sout2645,Fars Dialects,Indo-European,indo1319,Indo-European > Classical Indo-European > Indo-Iranian > Iranian-Nuristani > Iranian > Southwestern Iranian > Middle-Modern Persian > Modern Southwestern Iranian,Eurasia,IR,Ardakani|Buringuni|Davani|Judeo-Shirazi|Kalati|Kondazi|Masarmi|Papuni|Somghuni|Xullari,"""Tajik""|Davani dialect|Fars|Fars, Southwestern|Southwestern Fars",long grammar,shifting,40,Arabic
faz,nort2640,Northwestern Fars,Bookkeeping,book1242,Bookkeeping,Eurasia,IR,,"Fars, Northwestern|Iran",Wordlist or less,shifting,3,Arabic
fbl,,West Albay Bikol,,,,,,,,,,,Latin
fcs,queb1245,Quebec Sign Language,Sign Language,sign1238,Sign Language > L1 Sign Language > LSFic > ASLic,North America,CA,,LSQ|Langue Signe Quebecars|Langue des Signes Québecoise|Langue des Signes Québécoise|Langue des Signes du Québec|Langue des signes québécoise|Língua de Sinais Quebequiana,grammar,shifting,21,
fer,fero1244,Feroge,Atlantic-Congo,atla1278,Atlantic-Congo > Volta-Congo > North Volta-Congo > Cameroun-Ubangian > Ubangi > Ubangi Ka > Sereic > Feroge-Mangaya,Africa,SS,,Feroghe|Ferroge|Kalige|Kaligi|Kalike|Kaliki,grammar sketch,threatened,5,Latin
ffi,foia1236,Foia Foia,Bookkeeping,book1242,Bookkeeping,Papunesia,PG,,,Wordlist or less,not endangered,3,Latin
ffm,maas1239,Maasina Fulfulde,Atlantic-Congo,atla1278,Atlantic-Congo > North-Central Atlantic > Fula-Sereer > Fula,Africa,BF;CI;GH;ML;MR;NE,Eastern Macina|Western Macina,"Ful (East Maasina), Ful (West Maasina)|Fula|Fulah-Idiome|Fulani|Fulbe|Fulfulde (Maasina)|Fulfulde, Maasina|Maacina|Macina|Peul",long grammar,not endangered,22,Latin
fgr,,Fongoro,,,,,,,,,,,Latin
fia,nobi1240,Nobiin,Nubian,nubi1251,Nubian > Nile Nubian > Nobiin Nubian,Africa,EG;SD,Fiyadikka|Mahas,Fadicca|Fadicha|Fadija|Fedicca|Fedija|Fiadidja|Fiadidja-Mahas|Fiyadikkya|Mahas|Mahas dialect|Mahas-Fadidja|Mahas-Fiadidja,long grammar,threatened,51,Arabic
fie,fyer1241,Fyer,Afro-Asiatic,afro1255,Afro-Asiatic > Chadic > West Chadic > West Chadic A > West Chadic A.4 > Fyer-Tambas,Africa,NG,,Fier|Fyer jezik|Fyer language|Ron Group B,grammar sketch,not endangered,12,Latin
fif,faif1234,Faifi,Afro-Asiatic,afro1255,Afro-Asiatic > Semitic > West Semitic > Central Semitic > Sayhadic > Modern Sayhadic,Eurasia,SA,,,long grammar,not endangered,8,Latin
fij,fiji1243,Fijian,Austronesian,aust1307,Austronesian > Malayo-Polynesian > Eastern Malayo-Polynesian > Oceanic > Central Pacific linkage > Tokalau Fijian > Eastern Fijian > Nuclear Eastern Fijian > Viwa-Lomaiviti-East Viti Levu,Papunesia,FJ,Bau (Fijian)|Central Vanua Levu|East Viti Levu|Kadavu|Lutu|Nadrau|Naimasimasi|Namosi|Northeast Vanua Levu|Northeast Viti Levu|Nuclear Vanua Levu|Southeast Vanua Levu|Southeast Viti Levu|Waidina|West Vanua Levu,Boumaa|Boumaa Fijian|Boumaa dialect|Eastern Fijian|Ffijïeg|Fidji-Inseln|Fidjien|Fidschi|Fidžiešu valoda|Fidžijština|Fidžin kieli|Fidžių kalba,long grammar,not endangered,118,
fil,fili1244,Filipino,Austronesian,aust1307,Austronesian > Malayo-Polynesian > Greater Central Philippine > Central Philippine > Tagalogic > Tagalog-Filipino,Papunesia,PH,,Filipijns|Filipin|Filipina lingvo|Filipince|Filipineg|Filipino language|Filippinsk|Filipínčina|Idioma filipino|Lingua Philippinica|Lingua filippina|Língua filipina,long grammar,not endangered,9,Latin
fin,finn1318,Finnish,Uralic,ural1272,Uralic > Finnic > Coastal Finnic > Neva > North Finnic > Nuclear Finnish,Eurasia,EE;FI;NO;RU;SE,Central and North Pohjanmaa|Häme|Peräpohja|Savo|South Pohjanmaa|Southeastern Finnish|Southwestern Finnish,An Fhionlainnis|Bahasa Finland|Bahasa Suomi|Ffinneg|Fin dili|Fin tili|Fince|Finlandana linguo|Finlandiera|Finn nyelv|Finna lingvo|Finneg,long grammar,not endangered,458,
fip,fipa1238,Fipa,Atlantic-Congo,atla1278,Atlantic-Congo > Volta-Congo > Benue-Congo > Bantoid > Southern Bantoid > Narrow Bantu > East Bantu > Corridor Bantu > Mbozi > Mwika > Fipaic,Africa,MW;TZ,Kandaasi|Kwa (Fipa)|Kwaafi|Nkwaamba|Ntili|Peemba|Siiwa|Sukuuma,Cifipa|Fiba|Ichifipa|Icifipa|Kifipa,grammar sketch,not endangered,44,Latin
fir,fira1238,Firan,Atlantic-Congo,atla1278,Atlantic-Congo > Volta-Congo > Benue-Congo > Benue-Congo Plateau > West-Central Benue-Congo Plateau > Zaric > Nuclear Zaric > Izeric,Africa,NG,,Faran|Foron|Frisian|Fəran|Kwakwi|Yes Firan,grammar sketch,threatened,11,Latin
fit,torn1244,Meänkieli,Uralic,ural1272,Uralic > Finnic > Coastal Finnic > Neva > North Finnic > Nuclear Finnish,Eurasia,FI;SE,Gällivare Finnish|Torne Valley Finnish|Vittangi Finnish,"Finnish, Tornedalen|Língua meänkieli|Meankieleg|Meä keel|Meä kiil|Meän Suomi|Meängbe|Meänkieli nyelv|North Finnish|Torne Valley Finnish|Tornedalen|Tornedalen Finnish",long grammar,moribund,16,Latin
fiw,fiwa1240,Fiwaga,East Kutubu,east2499,East Kutubu,Papunesia,PG,,Fimaga|Fiwage,Wordlist or less,threatened,1,Latin
fiz,izer1243,Izere (Retired),Bookkeeping,book1242,Bookkeeping,,,,,Wordlist or less,,1,
fkk,kiry1234,Kirya-Konzel,Afro-Asiatic,afro1255,Afro-Asiatic > Chadic > Biu-Mandara > North Biu-Mandara > Higic > Nkafa-Kirya-Bana > Nkafa-Kirya,Africa,NG,,,phonology/text,not endangered,6,Latin
fkv,kven1236,Kven Finnish,Uralic,ural1272,Uralic > Finnic > Coastal Finnic > Neva > North Finnic > Nuclear Finnish,Eurasia,FI;NO;RU,,"Finnish, Kven|Kveeni keel|Kveens|Kven|Kven language|Kvensk|Kvensk språk|Kvenski finski|Kvänska|Kvène|North Fennic|North Finnish",grammar sketch,moribund,12,Latin
fla,kali1308,Kalispel-Pend d'Oreille,Salishan,sali1255,Salishan > Interior Salish > Southern Interior Salish > Okanaganic > Kalispel-Spokane,North America,US,Kalispel|Pend D'oreille,"""Flathead""-Kalispel|Flathead|Flathead-Kalispel-Spokane|Flathead-Pend d'Oreille-Spokane|Kalispel|Kalispel-Flathead|Kalispel-Pend D'oreille|Montana Salish-Kalispel-Spokane|Montana Salish-Pend d'Oreille-Spokane|Qalispé|Salish|Salish de Montana",grammar,moribund,23,Latin
flh,foau1240,Abawiri,Lakes Plain,lake1255,Lakes Plain > East Lakes Plain,Papunesia,ID,,Doa|Foau,long grammar,shifting,12,Latin
fli,fali1285,Fali,Afro-Asiatic,afro1255,Afro-Asiatic > Chadic > Biu-Mandara > South Biu-Mandara > Bataic > Gudeic > Gude-Jimi-Zizilivakan > Fali-Gude,Africa,CM;NG,,Fali jezik|Fali language|Fali of Mubi|Fali of Muchella|Falieg|Group 11|Vimtim|Yimtim,Wordlist or less,not endangered,14,Latin
fll,nort2770,North Fali,Atlantic-Congo,atla1278,Atlantic-Congo > Volta-Congo > Unclassified Volta-Congo > Adamawa Fali,Africa,CM,Bossoum|Bveri|Dourbeye,"Fali|Fali, North",phonology/text,threatened,14,Latin
flm,fala1245,Falam Chin (Retired),Bookkeeping,book1242,Bookkeeping,,,,,Wordlist or less,,1,
fln,flin1247,Flinders Island,Pama-Nyungan,pama1250,Pama-Nyungan > Paman > Compromise Middle Pama > Wik > Flinders-Barrow,Australia,AU,,Ambydher|Flinders Island (retired)|Gambilmugu|Itu|Kokomiabilo|Mairughan|Manpirlmung wa|Mbambylmu|Mbyrlmurl|Miabilo|Mutumui|Oko Wurriima,phonology/text,extinct,9,Latin
flr,fuli1240,Fuliiru,Atlantic-Congo,atla1278,Atlantic-Congo > Volta-Congo > Benue-Congo > Bantoid > Southern Bantoid > Narrow Bantu > East Bantu > Northeast Savanna Bantu > Great Lakes Bantu > Western Lakes Bantu > Kivu > Forest Kivu > Fuliiric > Fuliiru-Vira,Africa,BI;CD,,Fulero|Fuliiru people|Fuliru|Kifulero|Kifuliiru,long grammar,not endangered,23,Latin
fly,tsot1242,Tsotsitaal,Speech Register,spee1234,Speech Register > Indo-European Speech Register,Africa,ZA,,Flaai Taal|Fly Taal,phonology/text,extinct,50,Latin
fmp,fefe1239,Fe'fe',Atlantic-Congo,atla1278,Atlantic-Congo > Volta-Congo > Benue-Congo > Bantoid > Southern Bantoid > Wide Grassfields > Narrow Grassfields > Mbam-Nkam > Southern Mbam-Nkam > Bamileke > East Bamileke,Africa,CM,Ca'|Central Fe'Fe'|Fa'|La'fi|Mkwet|Nee|Ngam (Cameroon)|Njee-Poantu|Nka'|North Fe'Fe'|Ntii|Tungi',Bafang|Bamileke-Fe'fe'|Fe'efe'e|Fe'fe|Fe'fe' jezik|Fe'fe' language|Fe?fe?|Feefee|Fefe|Fotouni|Nufi,grammar,not endangered,74,Latin
fmu,farw1235,Far Western Muria,Dravidian,drav1251,Dravidian > South Dravidian > South Dravidian II > Gondi > Northwest Gondi > Southwest Gondi > Southern Gondi > Eastern Gondi,Eurasia,IN,,"Gonḍi|Gōṇḍī|Muria, Far Western",phonology/text,not endangered,7,Devanagari
fnb,orko1234,Orkon-Fanbak,Austronesian,aust1307,Austronesian > Malayo-Polynesian > Eastern Malayo-Polynesian > Oceanic > North and Central Vanuatu > Central Vanuatu > Ambrym > Orkon-West Ambrym,Papunesia,VU,,Fanbak|Orkon,Wordlist or less,moribund,3,Latin
fng,fana1235,Fanagalo,Pidgin,pidg1258,Pidgin > Zulu-based pidgin,Africa,CD;NA;ZA;ZM;ZW,Chilapalapa|Cikabanga,"""Fanakalo""|""Fanekolo""|""Isikula""|""Kitchen Kaffir""|""Mine Kaffir""|Basic Zulu|Fanakalo|Isilololo|Isipiki|Lololo|Língua fanagalo|Pidgin Bantu",grammar,extinct,100,Latin
fni,fani1244,Fania,Atlantic-Congo,atla1278,Atlantic-Congo > Volta-Congo > North Volta-Congo > Bua-Kim-Day > Adamawa Bua > Inland Bua > Goulaic > Zan-Kulaalic > Kulaalic,Africa,TD,Northern Fania|Southern Fania,Eywe|Fagnia|Fana|Fanian|Fanya|Fanyan|Fulfulde (Nigerian)|Kobe|Kulaale|Mana,Wordlist or less,shifting,13,Latin
fod,food1238,Foodo,Atlantic-Congo,atla1278,Atlantic-Congo > Volta-Congo > Kwa Volta-Congo > Nyo > Potou-Tano > Tano > Guang > North Guang > Oti North Guang > Mountain Oti North Guang > Gikyode-Ginyanga > Gikyode-Foodo,Africa,BJ;TG,,Guang,grammar sketch,not endangered,31,Latin
